hospital_name_with_id,hosp_type_code,nabh_status,total_claims,total_claimed_lakh,total_approved_lakh,total_deducted_lakh,deduction_pct
BHARTI EYE HOSPITAL - EAST PATEL NAGAR [10],2,N,1065,55.01,51.72,3.29,5.98
UPCHAR HOSPITAL AND RESEARCH CENTRE (ORTHO & GYN [2525],1,N,1352,119.29,116.00,3.29,2.76
GUPTA HOSPITAL - BATHINDA [785],1,N,1059,248.27,244.99,3.28,1.32
MALABAR HOSPITALS PALAKKAD [677],1,N,1433,74.79,71.52,3.27,4.37
RETINA SPECIALITY HOSPITAL - INDORE [2577],1,N,544,40.93,37.70,3.24,7.91
SHRI GANESH VINAYAK EYE HOSPITAL (A UNIT OF SHRI [2880],2,N,230,15.99,12.76,3.23,20.21
MADHAV HOSPITAL [3444],,N,1028,85.59,82.35,3.23,3.78
DR. AGARWALS EYE HOSPITAL - KRISHNAGIRI [1499],2,N,2026,97.51,94.29,3.22,3.31
BANSAL HOSPITAL & CANCER CENTRE [3982],,N,393,152.95,149.73,3.22,2.10
Lunglei [5440],N,N,58,11.60,8.38,3.22,27.78
KAPOOR HOSPITAL & EYE CENTRE [2082],2,N,264,25.28,22.08,3.21,12.68
APOLLO HOSPITAL - NASHIK [2512],1,N,21,16.01,12.80,3.21,20.04
ANSARI HOSPITAL [4066],1,N,252,33.16,29.95,3.21,9.67
SUDAN HEART CARE CENTRE [1532],1,N,8069,487.50,484.30,3.20,0.66
Rampur [5401],N,N,110,15.02,11.82,3.20,21.33
PATIALA EYE AND MATERNITY HOSPITAL [885],2,N,302,52.30,49.14,3.17,6.06
MEDIVISION EYE & HEALTH CARE CENTRE (P) LTD [2342],2,N,1017,36.03,32.87,3.16,8.77
Nagaur [5318],N,N,123,23.17,20.02,3.15,13.59
Ghumarwin (RC Chm) [5526],N,N,2008,66.13,62.98,3.15,4.76
HEALING TREE HOSPITAL(A UNIT OF MANJUSHA HEALTHCAR [3392],1,N,34,43.99,40.85,3.14,7.13
GOMTI PARSHAD THAPAR HOSPITAL - MOGA [2598],1,N,676,61.88,58.75,3.13,5.06
DR GOPAL EYE LASER & PHACO CENTRE [3110],2,N,8037,150.67,147.54,3.13,2.08
SAMARTH NETHRALAYA [2698],2,N,2145,49.21,46.10,3.12,6.34
SHALYA JOINT CARE [3117],0,N,103,61.02,57.91,3.11,5.10
SHUBHAM DENTAL CLINIC & LAB [1443],3,N,1479,30.67,27.56,3.11,10.13
Rajasthani Diagnostic And Medical Research Centre- Jhunjhunu [413],5,N,5789,74.89,71.78,3.11,4.15
SHREE VIGHNAHARTA SUPERSPECIALITY HOSPITAL (UNIT OF VIGHNAHARTA GLOBAL SUPERSPECIALITY HOSPITAL PVT [4161],,N,143,17.47,14.38,3.10,17.73
CORE DIAGNOSTICS PVT LTD [1864],3,Y,322,85.20,82.10,3.10,3.64
VISION PLUS EYE CENTRE -NOIDA [3095],2,N,1111,51.61,48.53,3.09,5.98
SRI GURU RAM DAS CHARITABLE HOSPITAL [1985],1,N,95,33.25,30.17,3.08,9.28
AMBIKA DENTAL CARE [3514],,N,565,44.34,41.26,3.08,6.94
RUKMANI BIRLA HOSPITAL (A UNIT OF CALCUTTA MEDICAL RESEARCH INSTITUTE) [4347],,N,394,71.57,68.49,3.08,4.31
Baramulla [5425],M,N,412,34.11,31.03,3.08,9.02
KAPIL EYE HOSPITAL-AMBALA [749],2,N,3489,234.76,231.69,3.07,1.31
BHARTI EYE HOSPITAL - GREATER KAILASH [2358],2,N,894,54.45,51.38,3.07,5.64
CRIMSON HOSPITAL [4283],,N,2998,128.32,125.25,3.07,2.39
LAKHIMPUR [5110],N,N,393,17.99,14.93,3.06,17.01
SONI BURN & PLASTIC SURGERY HOSPITAL [3329],,N,105,43.30,40.25,3.06,7.06
COMTRUST CHARITABLE TRUST EYE HOSPITAL THALASSERY [672],2,N,3419,164.42,161.38,3.05,1.85
S V J C T'S BKL WALAWALKAR HOSPITAL DIAG & RES CEN [883],5,N,84,16.29,13.23,3.05,18.75
DHILLON EYE HOSPITAL AND LASER CENTRE [1939],2,N,2348,158.70,155.66,3.05,1.92
APRASU AYURVEDA PANCHKARMA CENTRE (AAYUSH HOSPITAL [3744],7,N,43,50.20,47.15,3.05,6.07
SURETECH HOSPITAL & RESEARCH CENTRE LTD - NAGPUR [3885],,N,110,45.77,42.72,3.05,6.66
NARAYANA  NETHRALAYA- BOMMASANDRA [3042],2,N,976,80.65,77.61,3.04,3.77
ASG HOSPITAL PVT LTD - BIKANER [2085],1,N,2210,88.59,85.55,3.04,3.43
SADGURU NETRA CHIKITSALAYA (A UNIT OF SHRI SADGURU [1754],1,N,891,122.51,119.48,3.03,2.48
SANKARA EYE HOSPITAL - BANGALORE [2091],2,N,1547,130.68,127.68,3.01,2.30
DR LAL PATH LABS LTD - KOCHI [2683],5,N,1578,28.53,25.53,3.00,10.51
R.K.Devi Memorial Hospital-Kanpur [289],1,N,494,48.40,45.39,3.00,6.21
SPARK EYE CARE HOSPITAL PVT LTD [3038],2,N,141,19.48,16.48,3.00,15.41
RUBY EYE HOSPITAL [3385],,N,358,37.91,34.93,2.98,7.87
BANSAL GLOBAL HOSPITAL (A UNIT OF KESHER DEVI HEAL [3718],1,N,207,43.00,40.02,2.98,6.94
KESHUBHAI MEHTA EYE HOSPITAL [4024],,N,536,19.23,16.26,2.97,15.46
Sri Hargobindpur [5184],N,N,201,24.80,21.83,2.97,11.98
Dhubri [5410],N,N,635,21.67,18.72,2.96,13.64
PUSHPAGIRI MEDICAL COLLEGE HOSPITAL TIRUVALLA [1766],1,N,317,12.72,9.76,2.96,23.29
CANCER RELIEF SOCIETY RST REGIONAL CANCER HOSPITAL [1495],1,N,417,322.66,319.71,2.95,0.91
YASH AMAN HOSPITAL [3481],,N,614,50.38,47.43,2.95,5.86
BAWEJA MULTISPECIALITY HOSPITAL [1435],1,N,755,62.77,59.83,2.93,4.67
ARAVIND EYE HOSPITAL - THENI [1063],2,N,4011,186.34,183.44,2.91,1.56
SIDDHAM ENT CENTRE LLP [2851],1,N,143,16.67,13.76,2.91,17.46
KULSHRETHA EYE CENTRE AND LASER SERVICES [3118],0,N,5945,80.13,77.22,2.91,3.63
JEEVA HOSPITAL [3615],,N,702,66.27,63.36,2.91,4.39
LEO HOSPITAL [3900],,N,2486,65.01,62.10,2.91,4.48
DR KAMAL VILEKAR'S MULTI SPECIALITY DENTAL HOSPITAL [2360],3,N,583,20.29,17.39,2.90,14.30
"VISION PLUS EYE HOSPITAL - AMRITSAR,AJNALA RD [2372]",2,N,1122,148.19,145.29,2.90,1.96
SEWA SADAN EYE HOSPITAL [3025],2,N,553,46.42,43.53,2.89,6.23
LUCKNOW EYE HOSPITAL  [1138],2,N,452,59.32,56.44,2.89,4.87
J P Eye Hospital [85],2,N,1856,142.24,139.35,2.89,2.03
RAJ SURGICAL & GEN HOSPITAL - JHUNJHUNU [1198],1,N,510,64.58,61.70,2.88,4.45
MAHAJAN DIAGNOSTICS (UNIT : MAHAJAN IMAGING P LTD) [3716],3,N,3562,161.73,158.86,2.87,1.78
PARSAD HOSPITAL (A UNIT OF PRASAD IDEAL HEALTHCARE PVT LTD) [4150],,N,1452,51.65,48.80,2.86,5.53
KABRA EYE HOSPITAL [1831],2,N,681,47.41,44.55,2.86,6.04
MAYO HEALTHCARE SUPER SPECIALITY HOSPITAL [1876],1,N,1,6.56,3.71,2.85,43.48
SANDHU EYE HOSPITAL [619],2,N,1351,145.73,142.89,2.84,1.95
MEDEOR HOSPITAL LIMITED - DWARKA [1174],1,N,102,10.32,7.49,2.82,27.35
NAYANA EYE CARE & DENTAL RESEARCH CENTRE [4111],,N,390,20.97,18.16,2.81,13.42
SWAMI PREMANAND (CH) HOSPITAL - HOSHIARPUR [2323],1,N,127,22.62,19.82,2.80,12.37
EYE SCIENCES (OLD NAME SPECTRA EYE) [694],2,N,370,71.71,68.90,2.80,3.91
DATTAL THAKUR BHAWANI SINGH MEMORIAL HOSPITAL [3198],0,N,1179,39.19,36.42,2.78,7.08
Premy Nursing Home - Morena [387],1,N,1464,55.41,52.64,2.77,5.01
REWA HOSPITAL & RESEARCH CENTRE [4172],,N,800,40.35,37.58,2.77,6.86
Dhenkanal (RC Ranchi) [5455],N,N,1206,35.20,32.43,2.77,7.88
EYE CARE HOSPITAL PVT LTD [744],2,N,659,44.81,42.05,2.76,6.16
GURU NANAK EYE HOSPITAL [1071],2,N,287,49.73,46.99,2.74,5.52
THAKUR EYE & MATERNITY HOSPITAL [1441],2,N,461,23.72,20.99,2.73,11.50
KARAN HOSPITAL [2366],1,N,58,37.21,34.49,2.73,7.33
NOBLE HOSPITALS PVT LTD [2618],1,N,3,11.71,8.98,2.73,23.33
SUVI EYE HOSPITAL & RESEARCH CENTRE PVT LTD [817],2,N,701,34.12,31.40,2.72,7.98
RML MEHROTRA PATHOLOGY PVT LTD - LUCKNOW [390],1,N,11820,113.21,110.49,2.72,2.40
JEEVAN JYOTI CLINIC [2948],1,N,647,55.46,52.77,2.70,4.86
HILL VIEW HOSPITAL AND RESEARCH CENTER [536],1,N,188,74.72,72.02,2.70,3.62
Dr Lal PathLabs Pvt Ltd - Panaji [686],5,N,609,15.47,12.79,2.68,17.31
BARIANA EYE HOSPITAL AND LASIK LASER CENTRE [2038],2,N,679,70.44,67.77,2.68,3.80
Yash Eye Clinic - Satara [242],2,N,2780,156.72,154.04,2.68,1.71
SHRI BHAVANI MULTISPECIALITY HOSPITAL & RESEARCH I [3722],1,N,172,23.91,21.24,2.67,11.17
EYE Q SUPER SPECIALITY EYE HOSPITALS - VADODARA [2463],2,N,2880,182.40,179.74,2.66,1.46
NEORETINA EYECARE INSTITUTE - A UNIT OF VISHWANETR [863],2,N,674,60.69,58.04,2.65,4.37
UPHAR MEDICAL RESEARCH CENTRE PVT. LTD. [711],1,N,406,19.21,16.57,2.64,13.75
VAN VITA IMAGING SYSTEMS PVT LTD [1176],1,N,1237,39.30,36.66,2.64,6.72
DR. JAWAHAR LAL ROHATGI SMARAK NETRA CHIKITSALAYA [1020],1,N,1247,147.23,144.61,2.62,1.78
LOTUS HEART HOSPITAL [1922],1,N,588,28.80,26.18,2.62,9.08
NETHRADHAMA SUPER SPECIALITY EYE HOSPITAL - INDIRANAGAR [2268],2,N,786,61.69,59.07,2.62,4.24
YASHWANT NEURO SURGERY & TRAUMA CENTRE [257],1,N,2601,72.13,69.51,2.62,3.63
DHAWAN DENTAL CLINIC [3506],,N,624,50.89,48.27,2.62,5.14
MIOT HOSPITALS LIMITED [547],1,N,60,21.81,19.19,2.62,12.00
ZYDUS HOSPITALS & HEALTHCARE RESEARCH P LTD-ANAND [1486],1,N,1,13.44,10.83,2.61,19.44
T C EYE CARE [1605],2,N,164,23.06,20.45,2.61,11.31
ASHIRWAD DENTAL CLINIC [2112],3,N,3042,75.32,72.71,2.61,3.46
"DR AGARWAL'S EYE HOSPITAL (A UNIT OF DR AGARWAL'S EYE HOSPITAL LTD.), KRISHNAGIRI [3644]",,N,2482,110.70,108.10,2.61,2.35
DGR MULTISPECIALITY HOSPITAL [4115],,N,3345,84.13,81.53,2.60,3.09
Vivekanand Eye Hospital - Dhule [232],2,N,2779,96.04,93.44,2.60,2.71
JEEVANJYOTI HOSPITAL [4243],,N,17,20.31,17.72,2.59,12.76
Mandi (RC Jammu) [5240],N,N,1736,69.41,66.84,2.58,3.71
AMBADE EYE HOSPITAL [1147],2,N,384,17.73,15.15,2.58,14.54
MARWAR HOSPITAL [3518],,N,181,33.05,30.48,2.57,7.77
Haldwani (RC Dehradun) [5225],M,N,2,6.50,3.93,2.57,39.50
JOSHI HOSPITAL - AURANGABAD [1543],1,N,679,15.20,12.64,2.56,16.82
NEELACHAL HOSPITAL PVT LTD [3086],1,N,148,22.66,20.11,2.55,11.24
UMAPREM NETRALAY [3098],2,N,945,42.56,40.01,2.55,6.00
BHRC - DR SHROFFS EYE CARE INSTITUTE  [3103],2,N,3649,141.53,138.97,2.55,1.80
SANT HIRDARAM YOGA & NATURE CURE HOSPITAL [3403],,N,311,48.18,45.64,2.54,5.28
DENTAL CARE CLINIC [552],3,N,1630,40.33,37.82,2.52,6.24
APRASU AYURVEDA PANCHKARMA CENTRE (AAYUSH HOSPITAL [3743],7,N,156,170.25,167.74,2.51,1.47
JEENA SIKHO LIFECARE LIMITED - JAIPUR [4129],,N,353,218.40,215.89,2.51,1.15
RUCHIKA NURSING HOME FERTILITY & RESEARCH CENTRE [3243],0,N,420,20.94,18.44,2.50,11.95
SRIJAN VATSALYA HOSPITAL PVT LTD  [1667],1,N,38,19.24,16.74,2.50,13.00
OJAS EYE CARE [2215],2,N,10885,290.76,288.26,2.49,0.86
KALYAN HOSPITAL [2777],1,N,90,31.58,29.12,2.47,7.81
SHRI RAM SUPER SPECIALITY SURGICAL CENTRE PVT LTD [3931],,N,284,18.30,15.83,2.47,13.50
ANASUYA INSTITUTE OF MEDICAL SCIENCES [823],1,N,413,29.52,27.05,2.47,8.38
DELHI INSTITUTE OF FUNCTIONAL IMAGING - LUCKNOW [1416],1,N,336,23.84,21.39,2.46,10.30
AGRAWAL EYE INSTITUTE - MALVIYA NAGAR [194],2,N,131,26.18,23.72,2.46,9.40
KULLU VALLEY HOSPITAL (A UNIT OF BANGA HOSPITALS PVT LTD) [4186],,N,1110,27.30,24.84,2.46,9.03
DELHI INSTITUTE OF FUNCTIONAL IMAGING - HAUZ KHAS [1576],1,N,172,36.23,33.79,2.44,6.74
GREWAL EYE INSTITUTE PVT LTD - Chandigarh [1271],2,N,69,6.58,4.14,2.43,37.01
BHANDARI HOSPITAL & RESEARCH CENTRE - INDORE [868],1,N,11,6.62,4.20,2.43,36.65
SRIKIRAN INSTITUTE OF OPHTHALMOLOGY [3073],2,N,1042,40.72,38.30,2.43,5.96
SODHI EYE HOSPITAL [2419],2,N,1787,86.10,83.69,2.41,2.80
CARECRAFT HOSPITAL [4224],,N,468,22.14,19.74,2.39,10.81
IVORY DENTAL CLINIC AND IMPLANT CENTRE [4128],,N,243,6.46,4.09,2.37,36.69
ADVANCE DENTAL HOSPITAL [1348],3,N,875,16.94,14.57,2.37,14.02
DOON MRI & DIAGNOSTICS [606],5,N,1074,25.69,23.33,2.36,9.19
COLLEGE OF DENTAL SCIENCE & HOSPITAL - RAU INDORE [1494],3,N,1805,26.68,24.33,2.35,8.82
NEW DELHI CENTRE FOR SIGHT LTD - HYDERABAD  [1620],1,N,526,36.32,33.98,2.35,6.46
DKM XRAY AND DIAGNOSTIC CENTRE [1680],5,N,3570,44.45,42.10,2.35,5.29
NARAYANA NETHRALAYA - INDIRANAGAR [3797],,N,783,49.59,47.24,2.35,4.73
Orai [5082],N,N,2,6.41,4.07,2.35,36.58
BAJAJ EYE CENTRE [3364],,N,572,28.39,26.04,2.35,8.27
M/S VISAKHA HOSPITALS AND DIAGNOSTICS LTD  [1708],5,N,4,5.52,3.18,2.34,42.40
DELHI MRI CENTRE - JABALPUR [822],1,N,1071,31.90,29.57,2.33,7.30
Dr Girija s Diagnostic Laboratory & Scans [95],5,N,3249,42.73,40.40,2.33,5.45
MGM DENTAL COLLEGE & HOSPITAL [2062],3,N,1535,54.97,52.66,2.32,4.21
PRAKASH NETRALAYA AND RETINA FOUNDATION [3102],2,N,1751,56.44,54.12,2.32,4.12
DR BHUBANESHWAR BOROOAH CANCER INSTITUTE (UNIT TMC) [3424],G,N,1400,433.40,431.08,2.32,0.54
MEDICOVER HOSPITALS (A UNIT OF SAHRUDAYA HEALTH CARE PVT LTD) [4177],,N,15,9.40,7.08,2.32,24.69
KISHAN SINGH HOSPITAL [4327],,N,14,10.31,7.99,2.32,22.52
KHANDELWAL HOSPITAL & UROLOGY CENTRE-EAST KRISHNA NAGAR [1029],1,N,267,28.98,26.67,2.31,7.97
NATIONAL MRI CT SCAN & DIAGNOSTIC CENTRE - NEW DELHI [154],3,Y,3761,66.96,64.65,2.31,3.45
HI TECH EYE HOSPITAL AND PHACO CENTRE [2239],2,N,1016,108.45,106.13,2.31,2.13
MITTAL DENTAL CLINIC [1221],3,N,535,14.57,12.27,2.30,15.78
"RAMSNEHI CHIKITSALAYA AND ANUSANDHAN KENDRA (A UNIT OF SHRI RAMNIWAS DHAM TRUST, SHAHPURA) [3957]",,N,887,43.06,40.76,2.30,5.34
MANAS HOSPITAL ( A UNIT OF SHARMA MEDICAL CENTRE PVT LTD) [4363],,N,9,11.39,9.09,2.30,20.20
LIFE LINE HOSPITAL & UROLOGY INSTITUTE [558],1,N,900,105.27,102.98,2.29,2.18
PANACEA INSTITUTE OF RADIOLOGY AND MEDICAL [29],1,N,1040,41.17,38.88,2.29,5.57
SRCC CHILDRENS HOSPITAL (A UNIT OF NARAYANA [3002],1,N,7,13.02,10.73,2.29,17.60
BEHGAL INSTITUTE OF IT AND RADITION TECHNOLOGY AND [1784],1,N,154,119.99,117.72,2.27,1.89
MADHU NURSING HOME [2045],1,N,391,30.92,28.65,2.27,7.36
Sultanpur Lodhi [5149],N,N,14,4.34,2.08,2.26,52.16
KARAN HOSPITAL - PALAMPUR [737],1,N,328,21.49,19.23,2.26,10.54
Athare Patil Memorial Hospital [258],1,N,16,12.91,10.66,2.25,17.40
BALAJI DIAGNOSTIC & RESEARCH CENTRE [3092],5,N,4318,32.22,29.98,2.24,6.96
UDAYAGIRI MULTI SPECIALITY HOSPITAL [1807],1,N,600,43.05,40.81,2.24,5.20
RAJA RAM HOSPITAL - KANPUR [1485],1,N,13,7.92,5.70,2.23,28.09
JAISWAL HOSPITAL & NEURO INSTITUTE [1669],1,N,324,34.30,32.07,2.23,6.51
Gumla [5334],N,N,64,14.80,12.57,2.23,15.05
KAP MRI CENTRE PVT. LTD. [513],1,N,1251,37.72,35.49,2.23,5.92
MOTHER CARE AND HEALTH CENTRE PVT LTD [4218],,N,343,31.50,29.28,2.22,7.04
ZAMINDAR MICROSURGICAL EYE CENTRE [2876],2,N,1811,118.14,115.91,2.22,1.88
Dr Chidgupkar Hospital Pvt Ltd [233],1,N,251,28.68,26.48,2.20,7.69
PARSHWA NETRALAYA [2785],2,N,3032,132.22,130.03,2.19,1.65
Dhanalakshmi Hospitals [425],1,N,339,40.82,38.63,2.19,5.37
MISSION OF MERCY HOSPITAL & RESEARCH CENTRE [1973],1,N,15,12.91,10.73,2.18,16.89
APOLLO HOSPITALS INTERNATIONAL LTD - GANDHINAGAR [701],1,Y,150,27.20,25.03,2.17,7.98
Chaibasa [5336],N,N,214,10.37,8.21,2.16,20.86
Bilaspur (RC Chm) [5525],N,N,418,32.85,30.70,2.16,6.56
Mirchia s Diagnostic [37],5,N,4644,58.16,56.00,2.16,3.71
PLATINUM NURSING HOME PVT LTD [2954],1,N,188,16.31,14.16,2.16,13.23
SRI ONKAR EYE & ENT CARE CENTRE AMBALA CITY [3208],0,N,377,12.47,10.32,2.15,17.24
ALAKH NAYAN MANDIR EYE INSTITUTE [692],2,N,475,23.03,20.90,2.13,9.26
SCS HOSPITAL PVT LTD [875],1,N,27,8.44,6.31,2.12,25.17
DELHI HEART HOSPITAL -NEAR KARKARDOOMA NEW DELHI [3105],1,N,63,25.31,23.19,2.12,8.36
KARAN HOSPITAL [3178],0,N,3046,156.64,154.52,2.12,1.35
LUCKNOW EYE CENTRE [2967],2,N,480,44.43,42.34,2.10,4.72
M.M.S. ROTARY EYE HOSPITAL - MARANDA [626],2,N,2289,281.25,279.16,2.10,0.75
DRISHTI KUNJ NETRALAYA PVT. LTD. [3696],2,N,1516,62.93,60.83,2.10,3.33
RAI DENTAL CLINIC [1367],3,N,2974,61.06,58.97,2.10,3.43
DM WIMS [1652],1,N,1400,38.03,35.92,2.10,5.53
AARTI SCANS PRIVATE LTD [2054],1,N,1110,13.77,11.68,2.09,15.17
Rajsamand [5429],N,N,125,12.30,10.22,2.08,16.89
DAYAL EYE CENTRE [2840],2,N,1397,113.56,111.48,2.08,1.83
JPM ROTARY CLUB OF CUTTACK EYE HOSPITAL & RESEARCH [3077],2,N,475,29.08,27.00,2.07,7.13
RAMA HOSPITAL & RESEARCH CENTRE - Ghaziabad [1031],1,N,19,5.88,3.81,2.07,35.23
KORDE GENERAL HOSPITAL & INTENSIVE CARE UNIT [1375],1,N,824,134.48,132.40,2.07,1.54
SHREE RETINA CARE [3505],,N,267,24.38,22.31,2.07,8.51
SHREE KRISHNA NETRALAYA PVT. LTD. [3575],,N,3672,128.45,126.39,2.06,1.61
EYE Q VISION PVT LTD - SONEPAT [2624],2,N,2281,81.27,79.21,2.06,2.54
SUNRISE INSTITUTE OF MEDICAL SCIENCES PVT LTD [4270],,N,144,18.17,16.12,2.05,11.30
JAIN DENTAL CENTRE [2274],3,N,107,5.86,3.80,2.05,35.05
BS HOSPITAL (A UNIT OF BS SURGICARE INDIA PVT LTD) [4124],,N,160,10.11,8.08,2.03,20.04
DR ATMA RAM EYE & GENERAL HOSPITAL [2979],1,N,2210,84.55,82.52,2.02,2.39
SAVE SIGHT CENTRE-Adarsh Nagar [1187],1,N,381,36.89,34.87,2.02,5.48
KAILASH HOSPITAL & HEART INSTITUTE - NOIDA [22],1,Y,2085,82.69,80.68,2.02,2.44
C M PATEL HOSPITAL - SHAHDARA DELHI [2555],1,N,314,33.25,31.25,2.01,6.03
JANAPRIYA HOSPITAL AND RESEARCH CENTRE [2994],1,N,15,6.87,4.87,2.00,29.11
DR MANPREETS GLOBAL EYE HOSPITAL [2110],2,N,1000,140.23,138.23,2.00,1.43
FAMILY DENTAL CLINIC [3151],0,N,4166,83.59,81.60,1.99,2.38
BHUMIKA HOSPITAL [2818],1,N,609,34.11,32.12,1.98,5.82
NEW DELHI CENTRE FOR SIGHT LIMITED [410],2,N,5991,318.54,316.56,1.98,0.62
JOSEPH EYE HOSPITAL - Trichirapalli [592],2,N,1627,52.02,50.04,1.98,3.81
SIDDAGANGA HOSPITAL (A UNIT OF SREE SIDDAGANGA MATH (SMCRI) [3880],,N,279,25.23,23.26,1.97,7.81
APEX DIAGNOSTICS - SOLAN [2416],5,N,3183,30.45,28.48,1.97,6.47
PRASAD NETRALAYA SUPER SPECIALITY EYE HOSPITAL [2951],2,N,414,20.54,18.58,1.96,9.53
"SUPER SPECIALTY HOSPITAL GOVT SHYAM SHAH MEDICAL COLLEGE, REWA - G [3522]",G,N,2250,56.73,54.77,1.96,3.46
BRIJRANI MEMORIAL HOSPITAL [3614],,N,32,19.96,18.00,1.96,9.81
JAMMU HOSPITAL [1384],1,N,213,44.70,42.74,1.96,4.38
MAHAJAN DIAGNOSTICS (UNIT : MAHAJAN IMAGING P LTD) [3699],3,N,2977,84.96,83.01,1.95,2.29
YASHODA SUPER SPECIALITY HOSPITAL - KAUSHAMBI [237],1,Y,505,17.12,15.18,1.94,11.34
RNH HOSPITAL PVT LTD [3750],,N,488,57.10,55.17,1.93,3.39
GUPTA EYE HOSPITAL LLP - PANIPAT [2208],2,N,3220,234.86,232.93,1.93,0.82
DR LAL PATHLABS PVT LTD - NEW DELHI [19],3,Y,372,6.94,5.02,1.92,27.65
DR AGARWALS EYE HOSPITAL (A UNIT OF DR AGARWALS [2912],2,N,121,9.47,7.55,1.92,20.26
USHA KIRAN EYE HOSPITAL [747],2,N,1246,37.28,35.36,1.92,5.16
PC SHARMA EYE HOSPITAL [769],2,Y,10428,679.36,677.44,1.92,0.28
VENU EYE INSTITUTE & RESEARCH CENTRE -Sheikh Sarai [932],2,N,647,27.71,25.81,1.90,6.85
S M EYE HOSPITAL - KANGRA [608],2,N,1504,215.84,213.95,1.89,0.88
MARBLE CITY HOSPITAL [3726],1,N,429,31.38,29.49,1.89,6.02
Army Colloge of Dental Sciences [176],3,N,5940,101.55,99.66,1.88,1.86
DIVYADRISHTI EYE CENTRE PVT LTD. [1918],2,N,2105,97.70,95.83,1.87,1.92
KHANNA EYE CENTRE - DELHI [2165],2,N,985,31.57,29.70,1.87,5.93
SHATAAYU DENTAL CLINIC [4250],,N,145,8.39,6.52,1.87,22.30
GROVER DENTAL & MEDICAL CENTRE [2393],3,N,609,11.52,9.65,1.87,16.23
SAROJ SUPER SPECIALITY HOSPITAL - ROHINI [2560],1,N,732,21.63,19.77,1.87,8.62
MAHAJAN NUCLEAR MEDICINE & BONE DENSITOMETRY CENTR - Rajinder Nagar [962],1,N,753,138.70,136.83,1.87,1.35
VIJAYA DIAGNOSTIC CENTRE PRIVATE LIMITED [707],5,N,19316,173.28,171.41,1.86,1.07
Dr.Raghoji Kidney Hospital & Research Centre Pvt Ltd [146],1,N,130,14.49,12.62,1.86,12.85
SOBTI NURSING HOME [1823],2,N,2144,150.95,149.09,1.86,1.23
BANGA ASSOCIATED HOSPITAL (EYE CARE) [3183],0,N,1940,228.12,226.26,1.86,0.81
BHAGAT CHANDRA HOSPITAL (UNIT OF BHAGAT HOSPITALS [2989],1,N,591,22.19,20.36,1.84,8.28
SWASTHYA MULTISPECIALITY HOSPITAL PVT. LTD. [4371],,N,55,30.01,28.17,1.84,6.13
BHARTI EYE HOSPITAL- GREATER KAILASH 1 DELHI [2586],2,N,324,16.82,14.99,1.83,10.86
APACE IMAGING AND DIAGNOSTIC CENTRE PVT LTD. [3739],3,N,691,15.52,13.71,1.82,11.71
VAPI MULTISPECIALITY HOSPITAL & RESEARCH CENTRE PVT LTD [4000],,N,82,10.36,8.54,1.82,17.55
Spect Lab [45],5,N,2605,242.94,241.12,1.82,0.75
YASHODA HOSPITAL - DHULE [3005],1,N,1329,38.34,36.55,1.79,4.68
CHAITHANYA EYE CARE CENTRE [3031],2,N,1496,101.65,99.86,1.79,1.76
CENTRE FOR SIGHT (A UNIT OF NEW DELHI CENTRE FOR SIGHT) [1687],1,N,981,75.05,73.25,1.79,2.39
DR. AGARWALS EYE HOSPITAL LIMITED - JAIPUR [418],2,N,266,20.17,18.40,1.78,8.81
ADITYA CARE HOSPITAL (A UNIT OF QUALITY CARE INDIA) [713],1,N,214,8.65,6.86,1.78,20.63
KOSMODEN DENTAL CLINIC [2864],3,N,905,30.40,28.61,1.78,5.86
THOPPIL DENTAL SPECIALITY CENTRE [323],3,N,4419,95.43,93.66,1.77,1.86
Dr Bapaye Hospital [229],2,N,828,81.98,80.21,1.77,2.15
Jain Dental Hospital - Sangaher Jaipur [416],3,N,3639,73.01,71.25,1.76,2.42
BSM NIRAMAYA HOLISTIC CARE HOSPITAL [4222],,N,185,24.26,22.49,1.76,7.27
ALCHEMIST HOSPITALS LTD - GURGAON [505],1,N,39,11.63,9.87,1.76,15.16
Panaji (RC Mumbai) [5462],M,N,10,3.18,1.42,1.76,55.27
ASTHA DENTAL SOLUTIONS [3234],0,N,578,9.27,7.52,1.75,18.83
GURU NANAK MISSION GENERAL HOSPITAL [4279],,N,7,7.59,5.85,1.75,23.00
MAHAJAN EYE CENTRE [1560],2,N,660,43.49,41.75,1.74,4.00
M R HI Tech Dental Lab [180],3,N,6584,78.14,76.41,1.73,2.22
MATA ROOP RANI MAGGO & MAHINDRU HOSPITAL PVT LTD [3608],,N,46,8.13,6.40,1.73,21.23
DR VIJAY ENT HOSPITAL AJMER [2742],1,N,574,30.49,28.76,1.73,5.66
VINAYAKA DENTAL HOSPITAL & ORTHODONTIC CENTRE [3074],3,N,799,20.90,19.16,1.73,8.29
I VISION EYE HOSPITAL ( A UNIT OF JASM EYE HOSPITA [3405],,N,1487,56.72,55.00,1.72,3.04
SANTOKH HOSPITAL [4084],,N,81,30.20,28.49,1.72,5.69
METROPOLIS HEALTHCARE LTD [3873],,N,1357,22.89,21.17,1.71,7.49
DR AGARWALS EYE HOSPITAL LTD - SALEM [3899],,N,1299,72.99,71.28,1.71,2.34
DR KD'S EYE CLINIC - JAMMU [1658],2,N,1963,311.99,310.28,1.71,0.55
