hospital_name_with_id,hosp_type_code,nabh_status,total_claims,total_claimed_lakh,total_approved_lakh,total_deducted_lakh,deduction_pct
APEX CITY HOSPITAL (A UNIT OF SIDDHARTA HEALTH CARE PVT LTD) [4123],,N,69,64.93,58.93,6.00,9.24
DR.RAMESH CARDIAC VIJAYAWADA [412],1,N,1132,133.71,127.72,5.99,4.48
SINGLA NURSING & EYE HOSPITAL - KOTKAPURA [1481],2,N,1081,140.37,134.38,5.99,4.27
BHARDWAJ MULTISPECIALITY HOSPITAL [4220],,N,621,89.10,83.14,5.96,6.69
SUNETRA EYE CENTRE PVT LTD - KAVI NAGAR GHAZIABAD [1645],2,N,3523,263.19,257.25,5.94,2.26
KASTURI MEDICAL CENTRE PVT. LTD [381],1,N,826,208.84,202.91,5.93,2.84
Sarakaghat (Yol) [5524],N,N,1912,76.09,70.17,5.92,7.78
BIJENDRA MULTISPECIALITY HOSPITAL [3955],,N,704,243.99,238.11,5.88,2.41
MEDEOR HOSPITALS LIMITED - NEW DELHI [133],1,Y,1178,59.88,54.01,5.87,9.80
CANTONMENT GENERAL HOSPITAL - ALLAHABAD [3456],1,N,1180,27.98,22.12,5.86,20.95
KALRA HOSPITAL SRCNC PVT LTD - Kirti Nagar [975],1,N,46,61.24,55.40,5.84,9.53
NATIONAL PHARMA HOSPITAL & RESEARCH INSTITUTE [2614],1,N,1195,104.59,98.76,5.83,5.57
Mahajan Eye Hospital & Maternity Home [488],2,Y,2226,247.13,241.32,5.81,2.35
Samana (Ambala) [5444],N,N,305,36.13,30.33,5.80,16.07
ALAM HOSPITAL AND RESEARCH CENTRE PVT LTD. [594],1,N,315,36.21,30.41,5.80,16.02
Bhagirathi Accident Hospital [270],1,N,68,25.62,19.83,5.79,22.60
Sirsa [5301],M,N,2000,67.91,62.14,5.77,8.50
SHIVAM ORTHOCARE [4107],,N,1971,231.40,225.64,5.76,2.49
SYNERGY EYE CARE [515],2,Y,294,30.44,24.68,5.76,18.94
NANDADEEP EYE HOSPITAL [3412],,N,1587,119.09,113.34,5.75,4.83
UJALA CYGNUS JK MEDICITY HOSPITAL [4233],,N,909,73.86,68.12,5.74,7.77
Dharuhera [5324],N,N,2572,146.66,140.93,5.74,3.91
S S DENTAL HOSPITAL - VISAKHAPATNAM [773],3,N,3109,56.64,50.90,5.74,10.14
Dr Lal PathLabs Pvt Ltd - Chandigarh [192],5,N,5699,102.05,96.33,5.72,5.60
LAHOLE NETRA HOSPITAL [4058],2,N,337,25.41,19.73,5.68,22.36
Sambalpur (RC Ranchi) [5177],N,N,15,14.65,8.97,5.67,38.72
NEPALGUNJ MEDICAL COLLEGE [2734],1,N,223,27.61,21.94,5.66,20.51
NAWANSHAHR CRITICAL & TRAUMA CENTRE PVT. LTD. (HOPE HOSPITAL) [3691],1,N,350,77.39,71.75,5.64,7.28
Nethra Eye Care Centre [322],2,N,3626,165.90,160.28,5.63,3.39
MANDAV HOSPITAL(UNIT OF BANGA HOSPITAL PVT LTD) [3181],0,N,4932,190.43,184.81,5.62,2.95
SHALBY HOSPITALS - AHMEDABAD [690],1,N,90,52.55,46.94,5.61,10.67
PANIMALAR MEDICAL COLLEGE HOSPITAL & RESEARCH INST [3776],,N,2662,89.04,83.45,5.59,6.28
Shahpur (RC Jammu) [5242],N,N,147,32.68,27.09,5.58,17.08
KATHURIA HOSPITAL [3449],1,N,265,104.33,98.75,5.58,5.35
DR. SHWETA'S DENTAL CLINIC - KALKAJI [632],3,N,1034,28.76,23.18,5.57,19.38
KHURANA EYE CENTRE [3195],0,N,2117,69.60,64.04,5.56,7.99
FELLOWSHIP MISSION HOSPITAL [1437],1,N,272,40.77,35.24,5.53,13.56
SARAL NURSING HOME - KANPUR [353],1,N,212,64.28,58.76,5.52,8.59
RATHI HOSPITAL [3975],1,N,544,115.88,110.36,5.52,4.76
MEENAKSHI JAIN HOSPITAL [3679],1,N,3032,169.93,164.44,5.50,3.23
PANACEA INSTITUTE OF RADIOLOGY AND MEDICAL - DELHI [1046],1,Y,10274,130.16,124.66,5.50,4.23
Mokokchung Type-D (Non Mil Stn) [5269],N,N,15,17.25,11.75,5.49,31.86
ASG HOSPITAL PVT LTD - JODHPUR [1249],1,N,6315,480.73,475.26,5.47,1.14
SHRI TARA CHAND MIDDHA MEMORIAL DENTAL HOSPITAL [1253],3,N,5892,124.99,119.53,5.46,4.37
Dehragopipur (RC Jammu) [5245],N,N,589,36.73,31.27,5.46,14.88
Angul (RC Ranchi) [5454],N,N,363,14.10,8.63,5.46,38.75
Anushka Scan Centre - A Division of Shruti Medical Institute [140],1,N,3099,100.80,95.38,5.42,5.38
SHREE SAIBABA HEART INSTITUTE & RESEARCH CENTRE [1902],1,N,1143,117.50,112.09,5.42,4.61
HARISH HOSPITAL [4132],,N,1173,124.01,118.59,5.42,4.37
DR LAL PATHLABS LTD [2998],5,N,7846,95.39,89.99,5.40,5.66
NIRMAL HOSPITAL [2521],1,N,1022,120.10,114.74,5.36,4.47
VERMA DENTAL AND EYE HOSPITAL [2671],1,N,1888,80.34,74.98,5.36,6.67
NEURO SPINE AND SUPER SPECIALITY HOSPITAL [3381],,N,1999,137.64,132.28,5.36,3.90
ARUNODAYA DESERET EYE HOSPITAL - GURGAON [164],2,N,1183,79.65,74.29,5.36,6.73
CARE MAX SUPERSPECIALITY HOSPITAL [3619],,N,184,80.29,74.94,5.35,6.66
SP FORT HOSPITAL [3897],,N,1913,60.72,55.38,5.34,8.80
ARAVIND EYE HOSPITAL - PONDICHERRY [550],2,N,4582,237.06,231.72,5.34,2.25
Ajnala [5144],N,N,432,23.91,18.58,5.33,22.28
KK HEALTH CARE CENTRE [2841],1,N,618,117.28,111.95,5.33,4.55
DAUKIYA HOSPITAL AND MEDICAL RESEARCH CENTER [3457],,N,798,95.11,89.79,5.32,5.59
KIMS AMALAPURAM [4038],,N,166,19.74,14.42,5.32,26.95
MAHAJAN NUCLEAR MEDICINE AND BONE DENSITOMETRY CENTRE- RAJINDER NAGAR [15],1,N,1938,341.11,335.80,5.31,1.56
ANURADHA SUPERSPECIALITY EYE HOSPITAL [1618],2,Y,2722,140.41,135.11,5.31,3.78
DR ANILKUMAR EYE HOSPITAL PRIVATE LIMITED [3532],,N,590,39.56,34.27,5.30,13.39
SHRI HARIRAM HOSPITAL AND RESEARCH CENTRE [3898],,N,1134,39.34,34.06,5.29,13.43
AHMEDABAD BARIATRICS AND COSMETICS PVT LTD [2895],1,N,189,27.24,21.95,5.28,19.39
SMITA MEMORIA HOSPITAL AND RESEARCH CENTRE [4189],,N,2896,122.13,116.86,5.27,4.31
Chaithanya Eye Hospital & Research Institute [96],2,Y,36152,1237.41,1232.14,5.27,0.43
SATYAM HOSPITAL AND RESEARCH CENTRE [1282],1,N,1341,161.96,156.69,5.27,3.26
DR AGARWAL EYE HOSPITAL [2791],2,N,456,50.63,45.38,5.25,10.37
MAXWELL HOSPITAL (RUN BY NATIONAL HEALTH INSTITUTE [2829],1,N,89,26.08,20.84,5.24,20.10
MALLIGE HOSPITAL (A UNIT OF MALLIGE MEDICAL CENTRE [3250],0,N,173,37.76,32.52,5.24,13.88
JEEVA HOSPITAL [560],1,N,1979,91.13,85.89,5.24,5.75
ASG HOSPITAL PVT LTD - PATNA [1613],1,N,8279,895.11,889.89,5.22,0.58
PARVATI HOSPITAL [3180],0,N,11013,441.27,436.05,5.22,1.18
HOPE SPECIALITY HOSPITAL [1347],1,N,380,81.79,76.58,5.20,6.36
KALINGA EYE HOSPITAL [3130],0,N,1211,46.69,41.50,5.19,11.12
VINAYAKA HOSPITAL [2743],1,N,216,28.39,23.21,5.18,18.25
GUNJKAR MULTISPECIALITY HOSPITAL [4037],,N,29,24.12,18.94,5.18,21.47
DR. SHWETA'S DENTAL CLINIC - New Delhi [1026],3,N,1043,23.81,18.63,5.18,21.74
DR LAL PATH LABS LTD - JAMMU [1694],5,N,4596,72.53,67.37,5.16,7.11
IRIS HOSPITAL [4320],H,N,27,54.67,49.51,5.15,9.43
LUTHRA HOSPITALS PVT LTD [599],1,N,5953,379.79,374.66,5.14,1.35
KASHI NETRALAYA [1264],2,N,4944,307.07,301.95,5.12,1.67
Galaxy Hospitals [208],1,N,904,79.52,74.44,5.08,6.39
Aligarh (RC Bareilly) [5397],N,N,60,17.89,12.82,5.08,28.36
APEX HEART INSTITUTE - A UNIT OF TCVS PVT LTD [1061],1,N,1176,257.83,252.77,5.06,1.96
NEW DELHI CENTRE FOR SIGHT LTD - SAFDARJUNG ENCLAVE [1638],1,Y,8290,414.95,409.91,5.04,1.21
AMBAY EYE CARE CENTRE [2427],2,N,901,87.98,82.97,5.01,5.69
TIBRA EYE HOSPITAL AND RETINA CENTRE - JHUNJHUNU [3240],0,N,7359,410.43,405.42,5.01,1.22
TS MISRA MEDICAL COLLEGE & HOSPITAL (A UNIT & FUTU [3480],,N,93,45.94,40.93,5.01,10.91
Superb MRI & CT Scan Centre [79],5,N,4735,615.02,610.02,5.00,0.81
Jagdalpur (RC Vizag) [5457],N,N,218,13.83,8.84,4.99,36.11
SALGAOCAR MEDICAL RESEARCH CENTRE [3886],,N,1365,38.79,33.81,4.99,12.85
HOMI BHABHA CANCER HOSPITAL & RESEARCH CENTRE - MULLANPUR (UNIT OF TATA MEMORIAL HOSPITAL) [3752],G,N,2239,1704.40,1699.45,4.95,0.29
AGRAWAL EYE HOSPITAL [1343],2,N,240,27.96,23.02,4.94,17.67
VIMHANS [1868],1,N,499,69.51,64.57,4.94,7.11
BAGARIA UROLOGY AND GYNAE HOSPITAL [2817],1,N,527,33.66,28.73,4.94,14.67
MISHRI DEVI EYE HOSPITAL [2797],2,N,4165,580.00,575.10,4.90,0.84
CITY IMAGING AND CLINICAL LABS LLP [2833],3,N,7015,161.10,156.19,4.90,3.04
YATHARTH SUPER SPECIALITY HOSPITAL (A UNIT OF AKS MEDICAL AND RESEARCH CENTRE PVT LTD) [3623],1,N,280,86.70,81.80,4.90,5.65
JYOTI DENTAL CARE CENTRE - GHAZIABAD [1803],3,N,7975,169.61,164.72,4.89,2.88
SHREE DENTAL CARE LASER AND IMPLANT CENTRE [3396],,N,3327,70.81,65.92,4.88,6.90
MAHAJAN IMAGING CENTRE - HAUZ KHAS [961],1,N,3354,77.46,72.58,4.88,6.30
GANESH DIAGNOSTICS & IMAGING CENTRE PVT LTD - ROHINI [61],3,Y,5376,142.61,137.74,4.86,3.41
DR. K D'S EYE HOSPITAL - PATHANKOT [604],2,N,2769,433.27,428.42,4.85,1.12
MUKTSAR MEDICITY HOSPITAL [4441],,N,366,57.47,52.63,4.85,8.44
KARNA MULTI SPECIALITY HOSPITAL AND RESEARCH CENTRE [4167],,N,1093,61.10,56.28,4.82,7.89
SALUJA DENTO MAX FAC CENTRE / SALUJA DENTAL CLINIC [2964],3,N,944,23.43,18.61,4.82,20.57
NARAYANA NETHRALAYA - Bannerghatta Road [3039],2,N,584,51.11,46.30,4.82,9.43
MAHARAJA AGRASEN HOSPITAL - DWARKA [3071],1,N,67,38.53,33.71,4.82,12.50
EYE MICROSURGERY & LASER CENTRE [709],2,N,30020,1347.02,1342.20,4.82,0.36
SHIFA HOSPITAL [2607],1,N,761,35.72,30.94,4.78,13.38
DR SANDEEP MITHAL ADVANCED PHACO-REFRACTIVE & [2924],2,N,1138,55.74,50.97,4.77,8.55
DR. AGARWALS HEALTH CARE LTD - TIRUNELVELI [1493],1,N,3780,151.52,146.75,4.77,3.15
SREE MOOKAMBIKA INSTITUTE OF MEDICAL SCIENCES [2892],1,N,1335,89.85,85.09,4.76,5.30
AHALIA FOUNDATION EYE HOSPITAL PALAKKAD [361],2,N,16737,733.59,728.84,4.75,0.65
BHARAJ LIFECARE HOSPITAL AND TRAUMA CENTRE [3698],1,N,744,134.84,130.09,4.75,3.52
KALYANI HOSPITAL [3257],0,N,369,76.36,71.61,4.74,6.21
SRL LIMTED - BANNERGHATTA ROAD [1691],1,Y,114,7.49,2.75,4.74,63.24
Kullu (RC Jammu) [5239],N,N,54,14.62,9.90,4.73,32.32
GROVER EYE LASER & ENT HOSPITAL [1096],2,N,2911,106.61,101.93,4.68,4.39
BARODA HEART INSTITUTE & RESEARCH CENTRE [1289],1,N,755,139.04,134.36,4.68,3.37
SARVODAYA HOSPITAL & RESEARCH CENTRE - FARIDABAD [1696],1,Y,30,23.26,18.58,4.68,20.14
OMEGA HOSPITALS P LTD - MANGALORE [1473],1,N,116,23.17,18.52,4.65,20.07
MITHRAJ MULTI SUPERSPECIALITY HOSPITAL [2990],1,N,130,29.82,25.16,4.65,15.60
KALIA EYE & MATERNITY HOSPITAL [949],2,N,526,39.52,34.90,4.62,11.69
THE GASTRO-LIVER HOSPITAL - KANPUR [366],1,N,161,44.48,39.88,4.60,10.35
Kota Eye Hospital & Research Foundation- Kota [391],2,N,1238,53.66,49.07,4.60,8.56
C.D. GLOBAL HOSPITAL (A UNIT OF SMT. CHANDRO DEVI AND CHITRARTH FOUNDATION TRUST) [3832],,N,22,36.17,31.59,4.58,12.67
SREE SUBRAMANIA AYURVEDIC NURSING HOME [3867],7,N,170,118.42,113.85,4.57,3.86
FORTIS HOSPITALS LIMITED - FARIDABAD [944],1,N,364,32.26,27.73,4.53,14.04
KORAMBAYIL HOSPITAL DIAGNOSTIC CENTRE P LTD [1405],5,N,2425,212.42,207.91,4.51,2.12
Chirayu Health & Medicare Pvt Ltd - Bhopal [241],1,N,250,47.75,43.25,4.50,9.42
DR DANG'S NURSING HOME & HOSPITAL - JALANDHAR  [2363],1,N,108,68.31,63.82,4.49,6.58
BOMBAY HOSPITAL AND RESEARCH CENTRE - JABALPUR [869],1,N,156,39.74,35.27,4.47,11.26
SUN EYE HOSPITAL & LASER CENTRE PVT. LTD [2234],2,N,1122,144.38,139.92,4.46,3.09
MPCT HOSPITAL [3602],,N,367,37.50,33.05,4.45,11.87
SRI KAUVERY MEDICAL CARE INDIA LIMITED [4185],,N,1011,46.16,41.73,4.44,9.61
GUPTA DENTAL CARE & IMPLANT CLINIC [2593],3,N,445,26.33,21.90,4.44,16.85
VIJAYA SUPER SPECIALITY DENTAL CLINIC [2339],3,N,593,29.28,24.87,4.41,15.05
TAGORE HOSPITAL & RESEARCH INSTITUTE - JAIPUR [370],1,N,369,38.04,33.63,4.41,11.60
Dhami Eye Care Hospital [327],2,N,11893,619.88,615.48,4.40,0.71
M J HOSPITALS PVT LTD [2685],1,N,363,35.61,31.22,4.39,12.34
JINDAL HEART INSTITUTE AND INFERTILITY CENTRE [834],1,N,746,138.72,134.34,4.38,3.16
TAKKAR DENTAL CLINIC [2755],3,N,1817,37.11,32.77,4.34,11.70
MAMTA DENTAL CARE ORTHODONTIC IMPLANT CENTRE [4110],,N,2821,104.42,100.09,4.33,4.14
MODERN DIAGNOSTIC & RESEARCH CENTRE P LTD - SEC-44 [1469],3,Y,4864,107.95,103.63,4.32,4.00
CISRO HOSPITAL (UNIT OF KUMAR & SARRAF HEALTHCARE [3533],,N,1154,102.52,98.21,4.31,4.20
RUBY HALL CLINIC SERVICES PVT. LTD. [3564],,N,700,20.01,15.70,4.31,21.53
GURU NANAK MEHAR HANS EYE HOSPITAL & LASER CENTRE [2117],2,N,1672,103.33,99.03,4.30,4.16
SOLIS EYE CARE HOSPITALS PVT LTD [3043],2,N,537,45.26,40.96,4.30,9.51
LIFE LINE HOSPITAL - MEERUT [2868],1,N,521,153.65,149.37,4.28,2.79
GHSPL BEGUSARAI HEALTHCARE LLP [4026],,N,1570,82.08,77.81,4.27,5.21
DR.AGARWALS HEALTHCARE LTD [3421],,N,409,44.75,40.49,4.26,9.52
"SHRI GANAPATI NETRALAYA ,JALNA [2327]",2,N,2449,202.62,198.37,4.25,2.10
SAI SUKHDA HOSPITAL [3903],,N,277,47.29,43.04,4.25,8.99
KATKAR MULTISPECIALITY HOSPITAL & TRAUMA CARE [4158],,N,295,47.50,43.25,4.25,8.95
VAISHALI DENTAL CARE - JABALPUR [1730],3,N,236,17.60,13.37,4.23,24.06
HARPREET EYE AND DENTAL CARE CENTRE  - JALANDHAR [2362],1,N,307,41.56,37.34,4.22,10.16
NEW DELHI CENTRE FOR SIGHT LTD- AGRA [1309],1,N,8609,527.61,523.40,4.21,0.80
PRAKHAR HOSPITAL [4352],,N,62,16.75,12.54,4.21,25.15
Kohima [5289],N,N,73,22.91,18.70,4.21,18.37
DR PANKAJ SCANNING & PATHOLOGY RESEARCH CENTRE P L [1339],1,N,5663,91.06,86.86,4.20,4.62
SMT. SATYA DEVI MEMORIAL GUPTA HOSPITAL [2176],1,N,891,101.36,97.18,4.18,4.12
"KLE VK INSTITUTE OF DENTAL SCIENCES, BELGAUM [882]",3,N,3618,64.46,60.28,4.18,6.49
TOTAL DIAGNOSTICS CARE [2401],3,N,1302,43.76,39.58,4.18,9.56
Pannu Eye Hospital [25],2,N,5277,348.80,344.62,4.17,1.20
SAPPHIRE DENTAL CARE [2800],3,N,1972,45.66,41.50,4.16,9.11
NARAYAN MEDICAL COLLEGE & HOSPITAL [3010],1,N,156,26.27,22.12,4.14,15.78
SHIVALIK MEDICAL CENTRE PVT LTD - NOIDA [2140],1,N,69,62.81,58.67,4.14,6.59
BRAR EYE CENTRE -  LUDHIANA [2375],2,N,687,77.21,73.08,4.13,5.35
DR AGARWALS EYE HOSPITAL(REP BY DR AGARWALS HEALTH [3035],2,N,1545,137.17,133.04,4.13,3.01
USHA BANSAL NURSING HOME PVT LTD [898],1,N,839,90.30,86.17,4.13,4.57
ARORA EYE & LASIK LASER CENTRE [2913],2,N,2838,135.42,131.32,4.11,3.03
Sushil Eye Hospital & Brahma Laser Centre [223],2,N,269,41.24,37.13,4.11,9.97
AK EYE HOSPITAL PVT LTD [2958],2,N,2333,189.30,185.21,4.10,2.16
PARVATI HOSPITAL [3044],1,N,1692,70.29,66.19,4.10,5.83
NEW DELHI CENTRE FOR SIGHT - DWARKA [1630],1,N,10790,673.72,669.63,4.08,0.61
Ghumarwin (RC Jalandhar) [5437],N,N,515,39.51,35.43,4.08,10.33
Kotputli [5473],N,N,347,29.81,25.73,4.08,13.68
SURAJ EYE INSTITUTE [653],2,N,869,25.21,21.13,4.08,16.20
LJ EYE INSTITUTE [2773],2,N,2875,143.76,139.70,4.05,2.82
GOPI KRISHNA HOSPITAL [3379],,N,5063,94.36,90.33,4.03,4.27
SUPREME HOSPITAL PRIVATE LIMITED -FARIDABAD [3478],,N,78,29.42,25.40,4.03,13.69
ANJANI EYE HOSPITAL [1081],2,N,1899,55.48,51.45,4.03,7.27
AMALA MULTISPECIALITY HOSPITAL [2095],1,N,3320,136.59,132.56,4.02,2.94
DRR EYE CARE & OCULOPLASTY HOSPITAL [2224],2,N,1103,64.01,60.00,4.02,6.27
TATA MEMORIAL CENTRE (SANGRUR) [3233],G,N,2108,722.93,718.92,4.01,0.55
Hathras (RC Jaipur) [5498],N,N,226,12.11,8.10,4.01,33.08
AASTHA HOSPITAL - NEW DELHI [3629],1,N,185,151.54,147.54,4.01,2.64
DR. AGARWALS HEALTHCARE LTD - TRIVANDRUM [2893],1,N,3418,95.87,91.89,3.97,4.15
DR AGARWALS EYE HOSPITAL [3087],2,N,1739,170.53,166.56,3.97,2.33
PURI DENTAL CLINIC & IMPLANT CENTRE - BATHINDA [1062],3,N,865,108.44,104.46,3.97,3.67
ASG HOSPITAL PVT. LTD. [3556],,N,3324,162.67,158.71,3.96,2.43
JYOTI PARKASH EYE CARE CENTRE - GURDASPUR [3825],,N,761,110.49,106.53,3.95,3.58
DR RAI HOSPITAL [4204],,N,180,45.11,41.17,3.95,8.75
DR. SHROFF'S CHARITY EYE HOSPITAL - Daryaganj [1036],2,Y,222,34.20,30.25,3.95,11.54
ASG HOSPITAL PVT LTD - JAIPUR [1557],2,N,2289,234.49,230.55,3.95,1.68
GNRC INSTITUTE OF MEDICAL SCIENCE (A UNIT OF GNRC) [2057],1,N,22,10.60,6.64,3.95,37.30
MANIPAL HOSPITALS - GOA (A UNIT OF MHEPL) [1817],1,N,113,63.25,59.31,3.94,6.24
AVITIS SUPER SPECIALITY HOSPITALS PVT LTD [4179],,N,1067,49.18,45.24,3.94,8.00
SANTUSHTI HOSPITAL PRIVATE LIMITED [1079],1,N,623,62.47,58.54,3.93,6.29
SHREE NETRALAYA (A SUPER SPECIALITY EYE HOSPITAL) [2426],2,N,584,49.33,45.42,3.91,7.92
VYDEHI INSTITUTE OF MEDICAL SCIENCE AND RESEARCH CENTRE [4178],,N,435,60.36,56.49,3.88,6.43
RUDRAPRAYAG-TYPE D Non-Mil [5226],N,N,638,22.78,18.91,3.87,16.99
ECOS EYE HOSPITAL [3089],2,N,2434,87.65,83.79,3.86,4.40
DR AGARWALS EYE HOSPITAL (A UNIT DR AGARWALS [3076],2,N,1314,168.06,164.21,3.85,2.29
Unchi Bassi (RC Jammu) [5238],N,N,3,8.08,4.25,3.84,47.45
PORWAL HOSPITAL PVT LTD - BHILWARA [1466],1,N,1336,79.01,75.18,3.83,4.85
DR AGARWAL S EYE HOSPITAL LTD - KUMBAKONAM [2122],2,N,1771,126.65,122.81,3.83,3.03
ASTER RV HOSPITAL (A UNIT OF ASTER DM HEALTH CARE [3611],,N,1255,174.33,170.50,3.83,2.20
Indu Hospital- Jhunjhunu [428],1,N,4179,100.32,96.49,3.83,3.82
VASCULAR CARE CENTRE [4119],,N,204,54.46,50.65,3.82,7.01
VINDHYA HOSPITAL AND RESEARCH CENTRE [4223],,N,984,45.39,41.57,3.82,8.42
CHHAVI EYE HOSPITAL - JABALPUR [1573],2,N,220,35.32,31.51,3.81,10.78
ANDERSON DIAGNOSTIC SERVICES (PVT) LIMITED [3530],,N,3090,167.94,164.14,3.80,2.26
VARUN ARJUN MEDICAL COLLEGE & ROHILKHAND HOSPITAL [3536],,N,491,28.78,24.99,3.79,13.16
GANPATRAI MATERNITY & GENERAL HOSPITAL [1530],1,N,1889,89.22,85.43,3.79,4.25
SPARSH HOSPITAL [2316],1,N,11,12.83,9.06,3.77,29.37
GRACE NURSING HOME & RESEARCH CENTRE [1642],1,N,100,38.59,34.83,3.76,9.74
MRM CHOUDHARY HOSPITAL & RESEARCH CENTRE-CHURU [777],1,N,1709,87.09,83.32,3.76,4.32
KALINGA HOSPITAL LTD [4171],,N,522,27.20,23.45,3.75,13.80
Narwana [5313],N,N,171,18.12,14.39,3.73,20.59
Bhawanipatna (RC Bhubneshwar) [5489],N,N,408,18.65,14.93,3.72,19.94
SRI NE MEDICAL FOUNDATION [3582],,N,911,48.41,44.69,3.72,7.69
ASG HOSPITAL PVT. LTD. - KANPUR [3211],0,N,2697,219.62,215.91,3.71,1.69
Karanprayag [5215],N,N,717,23.91,20.21,3.71,15.49
INDIA KIDNEY HOSPITAL & DIALYSIS CENTRE [2454],1,N,558,53.41,49.71,3.70,6.93
SUSHILA HOSPITAL [2804],1,N,875,37.47,33.81,3.67,9.79
VARUN EYE CARE AND RESEARCH INSTITUTE [3768],,N,1250,67.47,63.79,3.67,5.45
SAH HOSPITAL [1078],1,N,1286,119.82,116.15,3.67,3.06
SHEKHAR NETRALAYA & ENT HOSPITAL [1158],2,N,3284,142.03,138.37,3.66,2.58
SATYAKIRAN HEALTHCARE P LTD [1223],1,N,4725,70.63,66.97,3.66,5.18
NIRMAL ASHRAM EYE INSTITUTE [963],2,N,3322,96.68,93.02,3.66,3.79
HAPPY TOOTH DENTAL CARE AND DIAGNOSTIC CENTRE [3787],,N,467,24.69,21.06,3.63,14.71
AKAL EYE HOSPITAL & LASIK LASER CENTRE [2464],2,N,797,99.35,95.72,3.63,3.66
DHEERENDRA DENTAL CLINIC - REWA [1574],3,N,2647,96.00,92.37,3.63,3.78
DRISHTI EYE INSTITUTE (A UNIT OF LUTHRA HOSPITALS [3685],,N,7354,455.97,452.36,3.61,0.79
KALPANA NURSING HOME PVT. LTD [602],1,N,154,47.90,44.30,3.61,7.53
SUSRUT EYE FOUNDATION & RESEARCH CENTRE [340],2,N,3740,176.37,172.76,3.61,2.05
APOLLO HOSPITALS ENTERPRISE LTD - BBSR [1479],1,N,55,8.85,5.26,3.59,40.52
EYE CLINIC - ALLAHABAD [1621],2,N,2081,126.65,123.07,3.58,2.83
BHAGWATI HOSPITAL - Rohini [976],1,N,387,18.11,14.54,3.57,19.72
SARJU EYE HOSPITAL AND LASER CENTRE [2627],2,N,510,55.43,51.88,3.55,6.40
YASHODA SUPER SPECIALITY HOSPITAL & CANCER INSTITU [3166],1,N,40,58.62,55.07,3.55,6.06
SHRI SWAMI BHUMANAND HOSPITAL [3463],,N,1141,90.25,86.71,3.55,3.93
Uttarkashi [5221],N,N,483,16.38,12.84,3.54,21.60
LOTUS HOSPITAL & RESEARCH CENTRE & MATERNITY HOME [3634],,N,232,26.52,22.99,3.53,13.31
DR.KALRA'S MRI SCAN & DIAGNOSTIC CENTRE - PATHANKOT [623],5,N,3590,86.37,82.85,3.52,4.07
EYE Q SUPER SPECIALITY EYE HOSPITAL - BHIWANI [1515],2,N,3204,326.24,322.71,3.52,1.08
SRM MEDICAL COLLEGE HOSPITAL AND RESEARCH CENTRE [4366],,N,777,36.01,32.50,3.51,9.75
GARG HOSPITAL AND DIAGNOSTIC CENTRE [2983],1,N,1818,69.98,66.47,3.51,5.02
BHAGWAN MAHAVEER JAIN HOSPITAL [2881],1,N,161,29.19,25.69,3.50,11.99
Joginder Nagar (RC Jammu) [5246],N,N,420,34.98,31.48,3.50,10.01
Goalpara [5413],N,N,71,6.88,3.39,3.49,50.74
MADAAN HOSPITAL [1428],1,N,20,22.21,18.72,3.48,15.68
AGRAWAL DENTAL CLINIC [2135],3,N,1724,64.22,60.74,3.48,5.41
MAHARAJA AGARSAIN MULTISPECIALITY HOSPITAL (UNIT O [3627],1,N,151,61.08,57.61,3.47,5.68
MEDICOVER HOSPITALS (UNIT OF SAHRUDAYA HEALTH CARE [3401],,N,569,46.69,43.22,3.47,7.44
PRABHA EYE CLINIC & RESEARCH CENTRE [1412],2,N,282,30.43,26.98,3.45,11.33
RAINBOW MEDINOVA DIAGNOSTIC SERVICES [651],5,Y,8266,104.76,101.31,3.45,3.29
TEWARI EYE CENTRE - GHAZIABAD [1458],2,N,653,37.81,34.38,3.43,9.08
Garhshankar [5135],N,N,238,32.99,29.57,3.42,10.37
Chaitanya Eye Hospital [457],2,N,2405,96.26,92.85,3.40,3.53
Meham [5433],N,N,250,29.51,26.10,3.40,11.54
PALIWAL EYE HOSPITAL [2746],2,N,409,36.05,32.65,3.40,9.42
VASU EYE INSTITUTE AND SKIN CENTRE [2986],1,N,932,63.40,60.00,3.39,5.35
BUDDHA CANCER CENTRE PVT. LTD. [3343],,N,466,226.91,223.52,3.39,1.49
Sankara Eye Hospital - Guntur [424],2,N,8049,350.38,346.99,3.39,0.97
Bilaspur (RC Yol) [5500],N,N,393,40.25,36.90,3.35,8.33
SUSHRUT HOSPITAL [585],1,N,7,6.96,3.62,3.34,47.94
B P KOIRALA INSTITUTE OF HEALTH SCIENCES [2726],G,N,155,25.36,22.02,3.34,13.17
RADHATRI NETHRALAYA [3222],0,N,72,14.07,10.72,3.34,23.78
DR GIRISH GADRE EYE CARE & LASER CENTRE - KUDAL [1476],2,N,810,67.26,63.93,3.33,4.95
CENTRE FOR SIGHT - INDORE [923],1,N,4289,270.07,266.75,3.32,1.23
SANKARA EYE HOSPITAL - JAIPUR [2855],2,N,3212,159.46,156.14,3.32,2.08
AMAR HOSPITAL AND RESEARCH CENTRE [3426],,N,122,38.65,35.34,3.31,8.57
ORTHO ONE ORTHOPAEDIC SPECIALITY CENTRE [1679],1,N,34,22.35,19.05,3.30,14.77
SYNERGY INSTITUTE OF MEDICAL SCIENCES [2071],1,Y,302,44.20,40.90,3.30,7.47
